workerID,gender,age,income,language,condition,order,personA,personB,food,totalQuant,eatenQuant,preciseEatenQuant,quantifier,upset,annoyed,angry,disgusted,excited,happy,surprised
1,M,35,4,ENGLISH,true-some,1,Oliver,Nathan,cookies,100,8,86,some,0.775,0.775,0.45,0.775,0.25,0.2,0.65
1,M,35,4,ENGLISH,true-some,2,Yvonne,Mary,cookies,10,3,3,some,0.1,0.05,0.1,0.075,0.075,0.9,0.075
1,M,35,4,ENGLISH,true-some,3,Winston,Zack,M&M's,100,3,30,some,0.075,0.1,0.1,0.1,0.425,0.6,0.075
1,M,35,4,ENGLISH,true-all,4,Patty,Victor,blueberries,10,10,10,all,0.85,0.85,0.85,0.075,0.85,0.1,0.875
1,M,35,4,ENGLISH,hyperbolic,5,Kevin,Henry,strawberries,100,8,86,all,0.825,0.775,0.65,0.7,0.6,0.2,0.75
1,M,35,4,ENGLISH,hyperbolic,6,Stephanie,Edward,cookies,10,8,8,all,0.4,0.575,0.325,0.375,0.7,0.175,0.55
1,M,35,4,ENGLISH,true-some,7,Albert,Iris,strawberries,10,8,8,some,0.825,0.625,0.75,0.175,0.15,0.125,0.625
1,M,35,4,ENGLISH,literal-some,8,Ann,Grace,pies,10,10,10,some,0.775,0.825,0.875,0.825,0.175,0.125,0.825
1,M,35,4,ENGLISH,hyperbolic,9,Kathy,Emma,blueberries,10,3,3,all,0.35,0.275,0.425,0.25,0.575,0.375,0.6
1,M,35,4,ENGLISH,true-all,10,Steven,Rebecca,bananas,100,10,100,all,0.825,0.875,0.7,0.8,0.275,0.025,0.7
1,M,35,4,ENGLISH,literal-some,11,Calvin,Cathy,pies,100,10,100,some,0.25,0.325,0.65,0.35,0.65,0.375,0.6
1,M,35,4,ENGLISH,hyperbolic,12,Barbara,Nancy,M&M's,100,3,35,all,0.825,0.7,0.7,0.775,0.775,0.125,0.75
2,F,25,4,English,true-all,1,David,Bob,cookies,100,10,100,all,0.35,0.125,0.275,0.1,0.3,0.05,0.55
2,F,25,4,English,true-all,2,Yvonne,Frank,blueberries,10,10,10,all,0.125,0.075,0.225,0.05,0.05,0.075,0.6
2,F,25,4,English,literal-some,3,Wendy,Steven,cookies,100,10,100,some,0.325,0.175,0.5,0.15,0.2,0.025,0.075
2,F,25,4,English,true-some,4,Victoria,Jane,bananas,100,3,31,some,0.025,0.025,0.025,0.25,0.05,0.5,0.5
2,F,25,4,English,hyperbolic,5,Barbara,Diana,blueberries,10,3,3,all,0.3,0.3,0.5,0.1,0,0.025,0.075
2,F,25,4,English,hyperbolic,6,Patty,Heather,pies,10,8,8,all,0.5,0.5,0.325,0.125,0.075,0.025,0.025
2,F,25,4,English,hyperbolic,7,Ann,Oliver,strawberries,100,8,87,all,0.75,0.575,0.6,0.5,0.2,0.1,0.225
2,F,25,4,English,true-some,8,Victor,Zack,pies,100,8,88,some,0.025,0.225,0.225,0.125,0.65,0.375,0.825
2,F,25,4,English,true-some,9,Emma,Tom,M&M's,10,3,3,some,0,0,0.05,0.025,0.275,0.375,0.325
2,F,25,4,English,hyperbolic,10,Kathy,Patrick,blueberries,100,3,37,all,0.2,0.2,0.225,0.05,0.025,0.325,0.3
2,F,25,4,English,literal-some,11,Lena,Cathy,M&M's,10,10,10,some,0.5,0.5,0.5,0.5,0.025,0.05,0.15
2,F,25,4,English,true-some,12,Winston,George,M&M's,10,8,8,some,0.325,0.275,0.275,0.325,0.025,0.025,0.175
3,F,45,6,English,true-some,1,Lena,Diana,M&M's,100,3,32,some,0.625,0.85,0.65,0.3,0.2,0.15,0.65
3,F,45,6,English,true-all,2,Cathy,Heather,M&M's,10,10,10,all,0.725,0.925,0.85,0.675,0.1,0.125,0.925
3,F,45,6,English,true-all,3,Winston,Emma,cookies,100,10,100,all,0.85,0.925,0.675,0.625,0.1,0.1,0.775
3,F,45,6,English,literal-some,4,Jake,Wendy,pies,100,10,100,some,0.625,0.925,0.8,0.75,0.15,0.15,0.9
3,F,45,6,English,true-some,5,Yvonne,Kathy,bananas,10,3,3,some,0.1,0.075,0.1,0.1,0.625,0.75,0.225
3,F,45,6,English,true-some,6,Patrick,Ivan,blueberries,100,8,85,some,0.825,0.875,0.6,0.6,0.075,0.1,0.725
3,F,45,6,English,hyperbolic,7,Frank,Ann,M&M's,100,8,89,all,0.725,0.875,0.775,0.675,0.15,0.075,0.65
3,F,45,6,English,hyperbolic,8,Calvin,Edward,strawberries,10,8,8,all,0.75,0.875,0.675,0.575,0.15,0.125,0.725
3,F,45,6,English,literal-some,9,Nathan,Steven,M&M's,10,10,10,some,0.675,0.9,0.675,0.5,0.125,0.125,0.675
3,F,45,6,English,true-some,10,Nancy,Fiona,bananas,10,8,8,some,0.7,0.925,0.6,0.6,0.125,0.125,0.775
3,F,45,6,English,hyperbolic,11,David,Matt,bananas,10,3,3,all,0.625,0.625,0.55,0.625,0.1,0.125,0.65
3,F,45,6,English,hyperbolic,12,Jane,Robert,cookies,100,3,38,all,0.575,0.725,0.575,0.725,0.125,0.15,0.65
4,M,35,10,English,true-some,1,Jake,Kevin,pies,10,8,8,some,0.6,0.7,0.85,0.825,0.225,0.225,0.65
4,M,35,10,English,true-some,2,Grace,Steven,blueberries,100,8,80,some,0.825,0.85,0.9,0.625,0.25,0.2,0.725
4,M,35,10,English,true-some,3,George,Jane,blueberries,100,3,37,some,0.725,0.8,0.675,0.425,0.55,0.4,0.675
4,M,35,10,English,hyperbolic,4,Rebecca,Cathy,M&M's,10,3,3,all,0.675,0.825,0.775,0.675,0.675,0.6,0.6
4,M,35,10,English,true-all,5,Larry,Diana,strawberries,100,10,100,all,1,1,1,1,0.1,0,0.575
4,M,35,10,English,true-all,6,Barbara,Mary,strawberries,10,10,10,all,0.975,0.975,0.975,0.95,0.025,0.025,0.725
4,M,35,10,English,hyperbolic,7,Tom,David,pies,100,8,82,all,0.85,0.9,0.75,0.925,0.25,0.25,0.675
4,M,35,10,English,true-some,8,Nathan,Lena,M&M's,10,3,3,some,0.025,0.125,0.375,0.175,0.325,0.55,0.4
4,M,35,10,English,literal-some,9,Tracy,Bob,M&M's,10,10,10,some,0.975,1,0.975,0.975,0.05,0,0.675
4,M,35,10,English,literal-some,10,Yvonne,Emma,bananas,100,10,100,some,0.675,0.625,0.65,0.975,0.05,0.025,0.975
4,M,35,10,English,hyperbolic,11,Stephanie,Heather,strawberries,100,3,37,all,0.425,0.425,0.675,0.55,0.625,0.625,0.675
4,M,35,10,English,hyperbolic,12,Wendy,Ivan,bananas,10,8,8,all,0.825,0.775,0.85,0.825,0.275,0.2,0.625
5,F,25,4,english,true-some,1,Henry,Tracy,M&M's,100,3,38,some,0.125,0.225,0.225,0.125,0.575,0.75,0.175
5,F,25,4,english,literal-some,2,Cathy,Kathy,M&M's,100,10,100,some,0.275,0.7,0.175,0.175,0.275,0.275,0.8
5,F,25,4,english,true-some,3,Heather,Ivan,strawberries,10,8,8,some,0.225,0.35,0.125,0.125,0.125,0.425,0.575
5,F,25,4,english,true-all,4,Emma,David,pies,10,10,10,all,0.225,0.6,0.075,0.125,0.15,0.4,0.1
5,F,25,4,english,true-all,5,Iris,Nathan,blueberries,100,10,100,all,0.1,0.625,0.05,0.05,0.075,0.4,0.8
5,F,25,4,english,hyperbolic,6,Winston,Kevin,bananas,10,8,8,all,0.1,0.425,0.1,0.05,0.075,0.025,0.4
5,F,25,4,english,true-some,7,Jane,Steven,cookies,10,3,3,some,0.075,0.15,0.025,0.05,0.15,0.475,0.1
5,F,25,4,english,true-some,8,Patty,Diana,strawberries,100,8,89,some,0.075,0.325,0,0.025,0.225,0.25,0.75
5,F,25,4,english,hyperbolic,9,Jake,Lena,M&M's,100,8,81,all,0.075,0.325,0.025,0.075,0.075,0.275,1
5,F,25,4,english,literal-some,10,George,Nancy,strawberries,10,10,10,some,0.45,0.475,0.025,0.05,0.075,0.4,0.425
5,F,25,4,english,hyperbolic,11,Frank,Ann,cookies,10,3,3,all,0.025,0.2,0.05,0.05,0.275,0.5,0.225
5,F,25,4,english,hyperbolic,12,Olga,Mary,M&M's,100,3,38,all,0.025,0.025,0.025,0.075,0.2,0.35,0.4
6,M,35,6,english,true-some,1,Bob,Victoria,cookies,10,3,3,some,0.725,0.775,0.7,0.675,0.175,0.375,0.7
6,M,35,6,english,literal-some,2,Oliver,Matt,cookies,10,10,10,some,0.75,1,1,0.775,0.425,0.025,0.925
6,M,35,6,english,hyperbolic,3,Patty,Grace,cookies,100,3,32,all,0.975,1,1,0.975,0.55,0.025,0.775
6,M,35,6,english,hyperbolic,4,Steven,Cathy,pies,100,8,85,all,0.975,0.95,1,0.775,0.625,0.025,0.725
6,M,35,6,english,true-some,5,Yvonne,Ivan,cookies,100,3,32,some,0.35,0.8,0.275,0.275,0.625,0.2,0.65
6,M,35,6,english,true-some,6,Iris,George,blueberries,10,8,8,some,0.625,0.8,0.625,0.4,0.25,0.175,0.75
6,M,35,6,english,hyperbolic,7,Frank,Calvin,bananas,10,8,8,all,0.925,0.975,0.8,0.7,0.375,0.15,0.65
6,M,35,6,english,true-some,8,Robert,Wendy,blueberries,100,8,85,some,0.7,0.8,0.625,0.625,0.275,0.125,0.675
6,M,35,6,english,hyperbolic,9,Patrick,Henry,cookies,10,3,3,all,0.45,0.4,0.275,0.175,0.725,0.5,0.6
6,M,35,6,english,true-all,10,Ann,Stephanie,pies,100,10,100,all,0.975,1,1,1,0.4,0.025,1
6,M,35,6,english,literal-some,11,Emma,Mary,bananas,100,10,100,some,0.75,0.725,0.675,0.5,0.9,0.375,0.65
6,M,35,6,english,true-all,12,David,Tom,cookies,10,10,10,all,1,1,0.975,0.825,0.225,0.075,0.725
7,M,35,4,English,true-some,1,Tracy,Winston,M&M's,100,8,84,some,0.625,0.75,0.5,0,0,0.4,0.15
7,M,35,4,English,true-some,2,Fiona,Oliver,cookies,10,3,3,some,0,0,0,0,1,1,0.5
7,M,35,4,English,literal-some,3,Steven,Grace,M&M's,100,10,100,some,1,0.775,0.775,0.25,0,0.325,0
7,M,35,4,English,true-some,4,Patrick,Cathy,bananas,100,3,30,some,0,0,0,0,0.25,0.5,0.5
7,M,35,4,English,hyperbolic,5,Heather,Ann,cookies,100,3,38,all,0,0,0,0,1,0.775,0.4
7,M,35,4,English,hyperbolic,6,Jake,Ivan,bananas,10,8,8,all,0.225,0.2,0.15,0,0.1,0.275,0
7,M,35,4,English,true-all,7,Victor,Matt,blueberries,100,10,100,all,0.775,0.525,0.8,0.3,0,0,0.125
7,M,35,4,English,true-some,8,Frank,Iris,cookies,10,8,8,some,0.525,0.125,0.2,0,0,0.25,0.15
7,M,35,4,English,hyperbolic,9,Yvonne,Stephanie,bananas,10,3,3,all,0,0,0,0,0.7,0.7,0.25
7,M,35,4,English,true-all,10,Wendy,Patty,cookies,10,10,10,all,0.725,0.425,0.775,0.25,0,0,0
7,M,35,4,English,literal-some,11,Kathy,Nathan,M&M's,10,10,10,some,0.55,0.65,0.325,0.175,0,0,0.125
7,M,35,4,English,hyperbolic,12,Olga,Albert,bananas,100,8,89,all,0.125,0.05,0.125,0.075,0,0,0.3
8,M,25,4,ENGLISH,true-some,1,Nathan,Robert,pies,100,3,39,some,1,1,1,1,0,0,0
8,M,25,4,ENGLISH,literal-some,2,Ann,Diana,blueberries,10,10,10,some,1,1,1,1,0,0,1
8,M,25,4,ENGLISH,true-some,3,Steven,Fiona,M&M's,10,8,8,some,1,1,1,1,0,0,1
8,M,25,4,ENGLISH,true-some,4,Henry,Frank,pies,100,8,83,some,1,1,1,1,0,0,1
8,M,25,4,ENGLISH,hyperbolic,5,Tom,Yvonne,strawberries,10,8,8,all,1,1,1,1,0,0,0
8,M,25,4,ENGLISH,true-all,6,Edward,Winston,bananas,100,10,100,all,1,1,1,1,0,0,1
8,M,25,4,ENGLISH,literal-some,7,Olga,Albert,cookies,100,10,100,some,1,1,1,1,0,0.025,1
8,M,25,4,ENGLISH,true-all,8,Iris,Cathy,cookies,10,10,10,all,1,1,1,1,0,0,1
8,M,25,4,ENGLISH,hyperbolic,9,Calvin,Ivan,pies,10,3,3,all,0.35,0.35,0.475,0.475,0.05,0,0.325
8,M,25,4,ENGLISH,hyperbolic,10,Tracy,Zack,blueberries,100,3,39,all,0.3,0.4,0.325,0.4,0.1,0.1,0.175
8,M,25,4,ENGLISH,hyperbolic,11,Mary,Heather,bananas,100,8,88,all,1,1,1,1,0,0.025,1
8,M,25,4,ENGLISH,true-some,12,Grace,Wendy,pies,10,3,3,some,0.175,0.275,0.175,0.15,0.025,0.05,0.2
9,F,35,4,english,true-some,1,Nathan,Barbara,strawberries,100,8,88,some,0.425,0.675,0.5,0.575,0.5,0.3,0.825
9,F,35,4,english,true-all,2,Nancy,Kevin,cookies,100,10,100,all,0.65,0.725,0.725,0.575,0.45,0.3,0.85
9,F,35,4,english,true-some,3,Ivan,Heather,cookies,100,3,38,some,0.5,0.575,0.5,0.5,0.575,0.35,0.7
9,F,35,4,english,true-some,4,Cathy,Winston,M&M's,10,8,8,some,0.5,0.575,0.5,0.5,0.5,0.3,0.6
9,F,35,4,english,literal-some,5,Victor,Kathy,strawberries,10,10,10,some,0.6,0.625,0.5,0.5,0.5,0.3,0.575
9,F,35,4,english,true-all,6,Henry,Olga,bananas,10,10,10,all,0.6,0.6,0.6,0.5,0.5,0.325,0.55
9,F,35,4,english,hyperbolic,7,Patrick,Fiona,bananas,100,8,87,all,0.625,0.675,0.7,0.675,0.575,0.3,0.825
9,F,35,4,english,literal-some,8,Yvonne,Lena,strawberries,100,10,100,some,0.575,0.65,0.6,0.55,0.5,0.3,0.725
9,F,35,4,english,true-some,9,Stephanie,Iris,cookies,10,3,3,some,0.5,0.5,0.5,0.5,0.5,0.5,0.5
9,F,35,4,english,hyperbolic,10,Diana,Wendy,blueberries,10,3,3,all,0.55,0.625,0.575,0.575,0.575,0.325,0.625
9,F,35,4,english,hyperbolic,11,Patty,Frank,blueberries,100,3,34,all,0.575,0.625,0.575,0.6,0.5,0.5,0.625
9,F,35,4,english,hyperbolic,12,Grace,Albert,pies,10,8,8,all,0.6,0.625,0.625,0.575,0.5,0.275,0.7
10,F,45,4,english,hyperbolic,1,Cathy,Matt,blueberries,100,3,35,all,0.075,0.6,0,0.05,0.025,0.075,0.8
10,F,45,4,english,true-some,2,Yvonne,Victor,bananas,100,3,36,some,0.15,0.35,0.1,0.5,0.1,0.1,0.875
10,F,45,4,english,true-some,3,Grace,Diana,blueberries,100,8,88,some,0.325,0.7,0.125,0.5,0.125,0.125,0.75
10,F,45,4,english,hyperbolic,4,Albert,Jake,pies,10,8,8,all,0.775,0.725,0.725,0.875,0.175,0,0.875
10,F,45,4,english,literal-some,5,Oliver,Heather,blueberries,10,10,10,some,0.025,0.05,0.05,0.05,0.025,0,0.05
10,F,45,4,english,true-all,6,Kevin,Mary,pies,100,10,100,all,0.925,0.925,0.925,0.95,0.225,0.075,0.925
10,F,45,4,english,true-all,7,Zack,Iris,cookies,10,10,10,all,0.15,0.125,0.15,0.15,0.125,0.15,0.15
10,F,45,4,english,true-some,8,Nancy,Patrick,M&M's,10,8,8,some,0.025,0.075,0.05,0.1,0.05,0.075,0.1
10,F,45,4,english,true-some,9,George,Lena,pies,10,3,3,some,0.125,0.1,0.075,0.25,0.1,0.3,0.225
10,F,45,4,english,hyperbolic,10,Kathy,Ann,blueberries,10,3,3,all,0.075,0.05,0.05,0.05,0.025,0.05,0.05
10,F,45,4,english,literal-some,11,Steven,Olga,cookies,100,10,100,some,0.65,0.75,0.6,0.85,0.375,0.15,0.9
10,F,45,4,english,hyperbolic,12,Wendy,Bob,pies,100,8,85,all,0.75,0.75,0.675,0.9,0.225,0.05,0.875
11,F,55,4,English,true-some,1,Nancy,Grace,bananas,10,8,8,some,0.325,0.65,0.575,0.675,0.1,0.15,0.625
11,F,55,4,English,true-some,2,Winston,Steven,M&M's,100,8,89,some,0.45,0.675,0.4,0.575,0.35,0.125,0.375
11,F,55,4,English,hyperbolic,3,Diana,David,bananas,10,3,3,all,0.575,0.375,0.275,0.4,0.275,0.325,0.225
11,F,55,4,English,true-all,4,Fiona,Matt,M&M's,10,10,10,all,0.575,0.85,0.35,0.55,0.275,0.325,0.35
11,F,55,4,English,true-all,5,Edward,Nathan,blueberries,100,10,100,all,0.825,0.95,0.65,0.575,0.05,0.025,0.325
11,F,55,4,English,true-some,6,George,Lena,cookies,100,3,37,some,0.675,0.6,0.65,0.775,0.225,0.05,0.85
11,F,55,4,English,hyperbolic,7,Cathy,Larry,pies,10,8,8,all,0.925,0.975,0.75,0.975,0.125,0.025,0.95
11,F,55,4,English,literal-some,8,Wendy,Kevin,M&M's,10,10,10,some,0.625,0.875,0.625,0.5,0.25,0.075,0.55
11,F,55,4,English,literal-some,9,Tracy,Jake,strawberries,100,10,100,some,0.7,0.75,0.775,0.75,0.5,0.025,0.925
11,F,55,4,English,hyperbolic,10,Patrick,Albert,blueberries,100,3,32,all,0.5,0.5,0.5,0.5,0.5,0.5,0.5
11,F,55,4,English,true-some,11,Stephanie,Henry,cookies,10,3,3,some,0.3,0.25,0.375,0.375,0.35,0.6,0.35
11,F,55,4,English,hyperbolic,12,Victoria,Robert,bananas,100,8,84,all,0.45,0.575,0.575,0.625,0.25,0.25,1
12,M,25,0,english,true-some,1,Wendy,Jake,strawberries,100,3,38,some,0.65,0.75,0.6,0.725,0.375,0.55,0.825
12,M,25,0,english,true-all,2,Heather,Lena,strawberries,10,10,10,all,0.85,1,0.65,0.6,0.175,0.4,1
12,M,25,0,english,literal-some,3,Diana,Stephanie,M&M's,100,10,100,some,0.35,0.225,0.45,0.325,0.825,0.425,0.675
12,M,25,0,english,true-some,4,Tom,Patty,strawberries,10,8,8,some,0.425,0.425,0.35,0.65,0.4,0.7,0.575
12,M,25,0,english,literal-some,5,Grace,George,strawberries,10,10,10,some,0.625,0.425,0.325,0.425,0.575,0.675,0.725
12,M,25,0,english,true-all,6,Iris,Edward,strawberries,100,10,100,all,0.875,0.65,0.825,0.625,0.375,0.1,0.875
12,M,25,0,english,hyperbolic,7,Robert,Olga,cookies,10,3,3,all,0.95,0.975,0.975,0.975,0.275,0.2,0.975
12,M,25,0,english,hyperbolic,8,Jane,Albert,blueberries,10,8,8,all,0.85,0.65,0.675,0.85,0.225,0.325,0.575
12,M,25,0,english,hyperbolic,9,Steven,Yvonne,pies,100,3,31,all,0.95,0.975,0.85,0.975,0.15,0.15,0.95
12,M,25,0,english,true-some,10,Henry,Victor,M&M's,100,8,88,some,0.8,0.725,0.6,0.65,0.225,0.175,0.55
12,M,25,0,english,hyperbolic,11,Ivan,Frank,cookies,100,8,86,all,0.65,0.725,0.875,0.85,0.325,0.25,0.75
12,M,25,0,english,true-some,12,Patrick,Cathy,bananas,10,3,3,some,0.375,0.325,0.3,0.4,0.6,0.6,0.7
13,F,25,4,English,true-some,1,Emma,Heather,blueberries,10,8,8,some,0.35,0.375,0.425,0.3,0.15,0.25,0.725
13,F,25,4,English,true-all,2,Patrick,Matt,cookies,100,10,100,all,0.5,0.5,0.475,0.325,0.275,0.375,0.4
13,F,25,4,English,literal-some,3,Ann,Robert,blueberries,100,10,100,some,0.575,0.6,0.5,0.575,0.325,0.375,0.575
13,F,25,4,English,true-some,4,Rebecca,Diana,strawberries,100,8,85,some,0.5,0.475,0.5,0.5,0.575,0.5,0.5
13,F,25,4,English,hyperbolic,5,Winston,Barbara,M&M's,10,8,8,all,0.55,0.575,0.5,0.55,0.5,0.5,0.55
13,F,25,4,English,hyperbolic,6,Frank,Grace,bananas,10,3,3,all,0.2,0.1,0.2,0.1,0.35,0.325,0.225
13,F,25,4,English,hyperbolic,7,Jane,Bob,M&M's,100,8,81,all,0.5,0.5,0.55,0.5,0.425,0.425,0.5
13,F,25,4,English,true-some,8,Victoria,Victor,strawberries,10,3,3,some,0.45,0.175,0.45,0.2,0.5,0.55,0.375
13,F,25,4,English,true-all,9,Larry,Steven,strawberries,10,10,10,all,0.55,0.55,0.525,0.35,0.375,0.425,0.525
13,F,25,4,English,literal-some,10,David,Fiona,blueberries,10,10,10,some,0.55,0.55,0.575,0.575,0.55,0.425,0.4
13,F,25,4,English,true-some,11,Albert,Nancy,cookies,100,3,35,some,0.425,0.45,0.425,0.4,0.55,0.575,0.55
13,F,25,4,English,hyperbolic,12,Tracy,Tom,M&M's,100,3,31,all,0.4,0.425,0.425,0.425,0.5,0.55,0.4
14,F,35,8,english,true-some,1,Fiona,Victoria,cookies,10,3,3,some,0.725,0.725,0.75,0.6,0.225,0.3,0.425
