workerID,gender,age,income,language,order,personA,personB,food,totalQuant,eatenQuant,quantifier,upset,happy,surprised,neutral
1,M,25,6,english,1,Stephanie,Jane,cookies,10,2,all,0.25,0.75,0.4,0.625
1,M,25,6,english,2,Edward,Victor,M&M's,10,7,all,0.85,0.3,0.725,0.575
1,M,25,6,english,3,Yvonne,Iris,cookies,10,9,some,0.65,0.4,0.375,0.55
1,M,25,6,english,4,Fiona,Grace,cookies,10,3,some,0.575,0.4,0.275,0.375
1,M,25,6,english,5,Nancy,David,cookies,10,7,some,0.65,0.45,0.625,0.475
1,M,25,6,english,6,Frank,Jake,M&M's,10,1,all,0.6,0.25,0.425,0.475
1,M,25,6,english,7,Steven,Tracy,M&M's,10,10,all,1,0.3,0.775,0.2
1,M,25,6,english,8,Patty,Emma,cookies,10,1,some,0.35,0.675,0.275,0.3
1,M,25,6,english,9,Tom,Kevin,pies,10,4,all,0.975,0.375,0.35,0.7
1,M,25,6,english,10,Barbara,Lena,cookies,10,8,some,0.9,0.4,0.775,0.35
1,M,25,6,english,11,Patrick,Heather,M&M's,10,6,some,0.625,0.375,0.4,0.575
2,F,25,4,English,1,Victor,Diana,pies,10,8,all,0.725,0,0.7,0.3
2,F,25,4,English,2,Tom,Kathy,pies,10,4,all,0.55,0.3,0.25,0.375
2,F,25,4,English,3,Olga,Larry,M&M's,10,0,none,0,0,0.825,0.275
2,F,25,4,English,4,David,Oliver,M&M's,10,10,some,0.225,0,0.575,0.775
2,F,25,4,English,5,Yvonne,Cathy,pies,10,6,all,0.45,0.05,0.3,0
2,F,25,4,English,6,George,Frank,pies,10,2,all,0.55,0.125,0,0.25
2,F,25,4,English,7,Iris,Patrick,pies,10,9,some,0.15,0.05,0.475,0.625
2,F,25,4,English,8,Nancy,Bob,cookies,10,2,all,0.575,0.05,0,0.125
2,F,25,4,English,9,Stephanie,Tracy,pies,10,0,none,0.1,0.05,0.825,0.55
2,F,25,4,English,10,Zack,Nathan,cookies,10,5,all,0.575,0,0,0.225
2,F,25,4,English,11,Jane,Grace,M&M's,10,1,all,0.05,0.325,0,0
3,M,25,4,English,1,Jane,Grace,M&M's,10,9,all,0.65,0.5,0.825,0.15
3,M,25,4,English,2,Iris,Calvin,cookies,10,5,all,0.65,0.5,0.65,0.35
3,M,25,4,English,3,Nancy,Larry,M&M's,10,0,none,0.85,0.15,0.5,0.4
3,M,25,4,English,4,Lena,Edward,M&M's,10,7,some,0.5,0.5,0.275,0.675
3,M,25,4,English,5,Heather,Diana,M&M's,10,2,all,0.95,0.075,0.7,0.5
3,M,25,4,English,6,Robert,Tracy,cookies,10,8,some,0.325,0.725,0.3,0.725
3,M,25,4,English,7,Cathy,Frank,cookies,10,6,some,0.3,0.6,0.3,0.575
3,M,25,4,English,8,Nathan,Ivan,pies,10,7,all,0.85,0.15,0.825,0.15
3,M,25,4,English,9,Kevin,Zack,cookies,10,9,all,0.775,0.375,0.775,0.4
3,M,25,4,English,10,Victoria,Albert,cookies,10,1,all,0.75,0.35,0.625,0.5
3,M,25,4,English,11,Tom,Emma,M&M's,10,10,all,0.925,0.35,0.925,0.35
4,F,25,0,English,1,Grace,Heather,M&M's,10,0,none,0.125,0.5,0.75,0.5
4,F,25,0,English,2,George,Wendy,M&M's,10,4,some,0.1,0.375,0.275,0.5
4,F,25,0,English,3,Ann,Patty,cookies,10,9,some,0.875,0.075,0.9,0.075
4,F,25,0,English,4,Larry,Diana,cookies,10,4,all,0.5,0.325,0.625,0.6
4,F,25,0,English,5,Edward,Calvin,pies,10,10,all,0.9,0.025,0.9,0.025
4,F,25,0,English,6,Barbara,Nancy,cookies,10,0,none,0.075,0.075,0.45,0.5
4,F,25,0,English,7,Nathan,Fiona,M&M's,10,2,some,0.025,0.725,0.5,0.925
4,F,25,0,English,8,Winston,Henry,cookies,10,10,some,0.9,0.1,0.775,0.125
4,F,25,0,English,9,Mary,Steven,pies,10,3,some,0.5,0.65,0.5,0.925
4,F,25,0,English,10,Cathy,Jane,M&M's,10,10,some,0.975,0.025,0.725,0.025
4,F,25,0,English,11,Tracy,Jake,pies,10,9,all,0.8,0.15,0.85,0.2
5,M,25,4,English,1,Fiona,Stephanie,pies,10,10,all,0.75,0.675,1,0.35
5,M,25,4,English,2,Bob,Winston,cookies,10,7,all,0.625,0.6,0.775,0.4
5,M,25,4,English,3,Steven,Wendy,pies,10,1,all,1,0.575,1,0.15
5,M,25,4,English,4,Calvin,Victoria,M&M's,10,3,some,0.3,0.85,0.225,0.7
5,M,25,4,English,5,Oliver,Ivan,pies,10,7,all,0.875,0.4,0.8,0.2
5,M,25,4,English,6,Barbara,Olga,M&M's,10,0,none,0.675,0.275,1,0.275
5,M,25,4,English,7,Iris,Zack,pies,10,8,some,0.25,0.75,0.275,0.65
5,M,25,4,English,8,David,Matt,cookies,10,8,all,0.775,0.55,0.75,0.225
5,M,25,4,English,9,Patty,Yvonne,pies,10,0,none,0.75,0.325,0.675,0.175
5,M,25,4,English,10,Heather,Diana,M&M's,10,4,all,1,0.125,1,0.1
5,M,25,4,English,11,Mary,Edward,cookies,10,6,some,0.2,0.75,0.325,0.875
6,M,45,8,english,1,Ann,Patrick,M&M's,10,6,all,0.7,0.25,0.6,0.3
6,M,45,8,english,2,Jake,Frank,M&M's,10,3,some,0.3,0.5,0.375,0.7
6,M,45,8,english,3,Patty,Winston,cookies,10,9,some,0.95,0.025,0.75,0.05
6,M,45,8,english,4,Henry,Kathy,pies,10,0,none,0.5,0.5,0.5,0.5
6,M,45,8,english,5,Victoria,Larry,pies,10,8,some,0.675,0.2,0.725,0.325
6,M,45,8,english,6,Diana,Emma,pies,10,6,some,0.725,0.6,0.4,0.575
6,M,45,8,english,7,Kevin,Stephanie,M&M's,10,10,all,0.975,0.05,0.975,0.025
6,M,45,8,english,8,Albert,Mary,M&M's,10,4,all,0.425,0.35,0.3,0.325
6,M,45,8,english,9,Tracy,George,cookies,10,7,some,0.55,0.65,0.625,0.375
6,M,45,8,english,10,Nancy,Yvonne,cookies,10,1,some,0.05,0.025,0.05,0.05
6,M,45,8,english,11,David,Victor,cookies,10,3,some,0.225,0.25,0.375,0.25
7,F,35,4,English,1,Diana,Jane,M&M's,10,5,all,0.775,0.175,0.975,0.15
7,F,35,4,English,2,George,Victor,pies,10,7,some,0.1,0.35,0.65,0.15
7,F,35,4,English,3,Heather,Barbara,pies,10,5,some,0.1,0.4,0.55,1
7,F,35,4,English,4,Henry,Kathy,pies,10,2,all,0.9,0.05,0.975,0.025
7,F,35,4,English,5,Steven,Frank,M&M's,10,10,some,0.075,0.45,0.575,0.15
7,F,35,4,English,6,Olga,Bob,pies,10,6,some,0.125,0.6,0.9,0.175
7,F,35,4,English,7,Matt,Winston,pies,10,3,all,0.85,0.125,0.95,0.025
7,F,35,4,English,8,Nancy,Iris,cookies,10,1,all,0.8,0.2,0.95,0.025
7,F,35,4,English,9,Calvin,David,cookies,10,3,some,0.375,0.5,0.675,0.275
7,F,35,4,English,10,Patrick,Edward,M&M's,10,4,all,0.625,0.1,0.675,0.15
7,F,35,4,English,11,Ivan,Kevin,pies,10,0,none,0.75,0.3,0.8,0.5
8,M,35,0,English,1,Iris,Wendy,M&M's,10,1,all,0.125,0.625,0.975,0.25
8,M,35,0,English,2,Kathy,Nancy,pies,10,2,some,0.05,0.5,0.05,0.65
8,M,35,0,English,3,Calvin,Fiona,pies,10,8,all,0.675,0.05,0.6,0.1
8,M,35,0,English,4,Victor,Lena,M&M's,10,9,some,0.25,0.2,0.6,0.675
8,M,35,0,English,5,Zack,Heather,pies,10,9,all,0.7,0,0.9,0.25
8,M,35,0,English,6,Patty,Nathan,cookies,10,3,some,0.1,0.5,0.15,0.5
8,M,35,0,English,7,Matt,Diana,M&M's,10,7,some,0.25,0.4,0.35,0.5
8,M,35,0,English,8,Bob,Stephanie,pies,10,0,none,1,0,1,0
8,M,35,0,English,9,Ivan,Henry,pies,10,7,some,0.1,0.725,0.3,0.5
8,M,35,0,English,10,George,Edward,pies,10,5,all,0.8,0.05,0.775,0.175
8,M,35,0,English,11,Winston,Ann,cookies,10,4,some,0.175,0.5,0.65,0.5
9,M,35,4,English,1,Yvonne,David,pies,10,0,none,0.6,0.375,0.8,0.5
9,M,35,4,English,2,Oliver,Victoria,M&M's,10,2,all,0.775,0.15,0.725,0.375
9,M,35,4,English,3,Winston,Mary,cookies,10,4,all,0.775,0.125,0.8,0.2
9,M,35,4,English,4,Jane,Wendy,pies,10,7,some,0.35,0.525,0.675,0.5
9,M,35,4,English,5,Emma,Iris,M&M's,10,7,some,0.35,0.525,0.6,0.45
9,M,35,4,English,6,Olga,Tom,M&M's,10,6,some,0.4,0.625,0.65,0.475
9,M,35,4,English,7,Heather,George,pies,10,1,all,0.85,0.125,0.775,0.275
9,M,35,4,English,8,Calvin,Nancy,cookies,10,1,all,0.825,0.225,0.85,0.3
9,M,35,4,English,9,Robert,Henry,cookies,10,3,some,0.375,0.6,0.5,0.5
9,M,35,4,English,10,Steven,Tracy,pies,10,8,all,0.9,0.075,0.85,0.225
9,M,35,4,English,11,Kathy,Zack,pies,10,2,some,0.375,0.65,0.55,0.5
10,F,55,11,English,1,Heather,Kevin,cookies,10,7,some,0.425,0.6,0.725,0.525
10,F,55,11,English,2,Albert,Larry,cookies,10,0,none,0.675,0.225,0.65,0.475
10,F,55,11,English,3,Nathan,Edward,M&M's,10,3,all,0.775,0.2,0.425,0.475
10,F,55,11,English,4,Victor,Robert,pies,10,6,some,0.375,0.7,0.775,0.475
10,F,55,11,English,5,Barbara,Henry,pies,10,10,some,0.25,0.75,0.725,0.475
10,F,55,11,English,6,Ann,Patty,pies,10,7,all,0.75,0.15,0.675,0.475
10,F,55,11,English,7,Iris,Tom,M&M's,10,0,none,0.575,0.35,0.725,0.6
10,F,55,11,English,8,Wendy,Kathy,M&M's,10,4,all,0.725,0.3,0.75,0.45
10,F,55,11,English,9,Jane,Tracy,cookies,10,2,some,0.275,0.575,0.375,0.575
10,F,55,11,English,10,Frank,Nancy,M&M's,10,5,all,0.7,0.275,0.8,0.425
10,F,55,11,English,11,Lena,George,pies,10,9,some,0.275,0.675,0.575,0.525
11,F,45,4,english,1,Nancy,Albert,M&M's,10,1,some,0.675,0.275,0.8,0.4
11,F,45,4,english,2,Grace,Mary,M&M's,10,8,all,0.75,0.1,0.6,0.275
11,F,45,4,english,3,Tom,Frank,M&M's,10,10,all,0.725,0.2,0.8,0.25
11,F,45,4,english,4,Rebecca,Matt,cookies,10,0,none,0.625,0.8,0.6,0.25
11,F,45,4,english,5,Zack,Oliver,cookies,10,7,some,0.625,0.275,0.725,0.325
11,F,45,4,english,6,Henry,Nathan,cookies,10,1,all,0.75,0.325,0.575,0.325
11,F,45,4,english,7,Larry,Winston,pies,10,0,none,0.625,0.325,0.175,0.375
11,F,45,4,english,8,Jane,Tracy,cookies,10,3,all,0.775,0.15,0.625,0.325
11,F,45,4,english,9,Edward,Stephanie,pies,10,2,some,0.25,0.25,0.375,0.25
11,F,45,4,english,10,Steven,George,M&M's,10,2,all,0.275,0.225,0.225,0.3
11,F,45,4,english,11,Barbara,Patrick,cookies,10,6,some,0.25,0.75,0.625,0.325
12,F,35,4,English,1,Ivan,Fiona,M&M's,10,3,some,0.075,0.55,0.325,0.55
12,F,35,4,English,2,Oliver,Patrick,cookies,10,10,all,0.6,0.25,0.95,0.175
12,F,35,4,English,3,Grace,Bob,pies,10,8,all,0.7,0.125,0.95,0.075
12,F,35,4,English,4,Kevin,Matt,cookies,10,5,some,0.2,0.5,0.55,0.3
12,F,35,4,English,5,Nancy,Edward,M&M's,10,5,some,0.125,0.7,0.3,0.475
12,F,35,4,English,6,Wendy,Jake,M&M's,10,8,all,0.55,0.35,0.7,0.275
12,F,35,4,English,7,Jane,Diana,M&M's,10,9,some,0.4,0.45,0.825,0.275
12,F,35,4,English,8,Cathy,Barbara,cookies,10,9,all,0.6,0.275,0.925,0.075
12,F,35,4,English,9,Robert,Rebecca,cookies,10,4,all,0.45,0.15,0.7,0.275
12,F,35,4,English,10,Calvin,Olga,M&M's,10,4,all,0.45,0.1,0.45,0.175
12,F,35,4,English,11,Frank,Emma,cookies,10,2,all,0.225,0.45,0.55,0.125
13,M,25,8,english,1,Iris,Yvonne,cookies,10,5,all,0.875,0.1,0.85,0.775
13,M,25,8,english,2,Tracy,Emma,pies,10,8,all,0.9,0.1,0.75,0.45
13,M,25,8,english,3,Rebecca,David,cookies,10,9,some,0.425,0.4,0.6,0.575
13,M,25,8,english,4,Barbara,Cathy,M&M's,10,5,all,0.775,0.15,0.85,0.6
13,M,25,8,english,5,Zack,Kathy,M&M's,10,1,some,0.325,0.55,0.575,0.6
13,M,25,8,english,6,Nancy,Lena,pies,10,6,some,0.575,0.575,0.725,0.55
13,M,25,8,english,7,Patty,Kevin,cookies,10,6,all,0.825,0.15,0.625,0.625
13,M,25,8,english,8,Ivan,Winston,pies,10,9,all,0.725,0.2,0.8,0.525
13,M,25,8,english,9,Grace,Mary,cookies,10,3,some,0.35,0.65,0.575,0.45
13,M,25,8,english,10,Stephanie,Diana,pies,10,10,some,0.55,0.575,0.6,0.675
13,M,25,8,english,11,Heather,Wendy,M&M's,10,9,all,0.9,0.4,0.8,0.5
14,M,55,4,english,1,Ann,Emma,M&M's,10,3,all,0.8,0.175,0.8,0.175
14,M,55,4,english,2,Tom,Mary,cookies,10,5,some,0.3,0.5,0.5,0.5
14,M,55,4,english,3,Barbara,Nathan,M&M's,10,1,some,0.275,0.275,0.275,0.5
14,M,55,4,english,4,Kevin,Winston,pies,10,4,some,0.25,0.5,0.5,0.5
14,M,55,4,english,5,Oliver,Patty,cookies,10,2,all,0.825,0.2,0.825,0.2
14,M,55,4,english,6,Heather,Albert,M&M's,10,2,some,0.175,0.5,0.175,0.8
14,M,55,4,english,7,Stephanie,Frank,M&M's,10,4,some,0.2,0.5,0.2,0.85
14,M,55,4,english,8,Robert,Diana,M&M's,10,7,all,0.6,0.25,0.75,0.25
14,M,55,4,english,9,Zack,Henry,pies,10,8,some,0.5,0.5,0.75,0.5
14,M,55,4,english,10,Yvonne,Nancy,pies,10,7,all,0.825,0.175,0.8,0.175
14,M,55,4,english,11,Larry,Wendy,pies,10,2,all,0.5,0.225,0.5,0.225
15,F,35,6,English,1,Patty,Victor,pies,10,1,all,0.6,0.325,0.725,0.375
15,F,35,6,English,2,Albert,Calvin,cookies,10,3,some,0.1,0.8,0.325,0.7
15,F,35,6,English,3,Nancy,Olga,M&M's,10,7,some,0.675,0.375,0.825,0.575
15,F,35,6,English,4,Kathy,Barbara,M&M's,10,10,all,0.8,0.125,0.9,0.2
15,F,35,6,English,5,Jane,Zack,cookies,10,4,some,0.25,0.6,0.675,0.55
15,F,35,6,English,6,Iris,Mary,cookies,10,9,some,0.6,0.375,0.8,0.4
15,F,35,6,English,7,Rebecca,Grace,pies,10,9,all,0.85,0.15,0.925,0.05
15,F,35,6,English,8,Lena,Cathy,M&M's,10,2,some,0,0.75,0.3,0.65
15,F,35,6,English,9,Steven,Stephanie,M&M's,10,5,some,0.1,0.45,0.275,0.6
15,F,35,6,English,10,Emma,Patrick,M&M's,10,3,all,0.25,0.325,0.625,0.45
15,F,35,6,English,11,Henry,Heather,M&M's,10,6,some,0.35,0.7,0.55,0.425
16,M,35,8,English,1,Heather,Kevin,pies,10,6,all,0.95,0.15,0.8,0.225
16,M,35,8,English,2,Lena,Yvonne,pies,10,7,some,0.375,0.4,0.7,0.55
16,M,35,8,English,3,Kathy,Tracy,cookies,10,0,none,0.65,0.3,0.7,0.375
16,M,35,8,English,4,Olga,Ivan,pies,10,8,some,0.675,0.525,0.525,0.35
16,M,35,8,English,5,Diana,Fiona,M&M's,10,3,all,0.275,0.4,0.825,0.725
16,M,35,8,English,6,Nancy,Victoria,M&M's,10,5,some,0.65,0.2,0.4,0.525
16,M,35,8,English,7,Barbara,Patrick,cookies,10,5,all,0.65,0.825,0.775,0.35
16,M,35,8,English,8,Rebecca,Emma,cookies,10,10,some,0.225,0.35,0.625,0.525
16,M,35,8,English,9,Steven,Stephanie,M&M's,10,10,some,0.425,0.7,0.6,0.275
16,M,35,8,English,10,Frank,Albert,M&M's,10,4,some,0.75,0.375,0.3,0.525
16,M,35,8,English,11,Oliver,Zack,cookies,10,1,all,0.75,0.375,0.225,0.6
17,M,25,4,English,1,Albert,Grace,pies,10,0,none,0.7,0,0.875,0
17,M,25,4,English,2,Kevin,Tracy,cookies,10,0,none,0.825,0,0.675,0
17,M,25,4,English,3,Olga,Kathy,M&M's,10,9,all,0,0.725,0.225,0
17,M,25,4,English,4,Barbara,Oliver,cookies,10,7,some,0,0.8,0.1,0
17,M,25,4,English,5,Matt,Robert,pies,10,5,some,0,0.675,0,0
17,M,25,4,English,6,Ivan,Bob,pies,10,9,some,0,0.85,0.675,0
17,M,25,4,English,7,Diana,Emma,M&M's,10,1,all,0.8,0,0.8,0.025
17,M,25,4,English,8,George,Victor,pies,10,2,some,0.325,0.15,0.425,0
17,M,25,4,English,9,Wendy,David,cookies,10,5,some,0.05,0.35,0.15,0
17,M,25,4,English,10,Edward,Lena,cookies,10,9,some,0,0.85,0.65,0
17,M,25,4,English,11,Cathy,Tom,M&M's,10,4,some,0,0.475,0.325,0
18,M,65,4,English,1,Bob,Emma,cookies,10,2,some,0.175,0.625,0.425,0.55
18,M,65,4,English,2,Ann,Barbara,cookies,10,10,some,0.575,0.45,0.925,0.3
18,M,65,4,English,3,Iris,Heather,pies,10,3,some,0.725,0.4,0.925,0.4
18,M,65,4,English,4,Nathan,Robert,cookies,10,5,all,0.375,0.575,0.725,0.45
18,M,65,4,English,5,Kevin,Albert,pies,10,10,all,0.925,0.25,0.95,0.2
18,M,65,4,English,6,Jake,Kathy,M&M's,10,9,all,0.45,0.475,0.8,0.525
18,M,65,4,English,7,Matt,Zack,cookies,10,6,all,0.55,0.6,0.65,0.45
18,M,65,4,English,8,Winston,Diana,cookies,10,3,some,0.15,0.825,0.425,0.65
18,M,65,4,English,9,Fiona,Cathy,M&M's,10,3,all,0.55,0.4,0.725,0.4
18,M,65,4,English,10,Jane,Tracy,cookies,10,7,all,0.575,0.45,0.725,0.425
18,M,65,4,English,11,Yvonne,Rebecca,pies,10,1,some,0.15,0.875,0.25,0.75
19,M,25,4,ENGLISH,1,Mary,Jane,cookies,10,5,some,0.5,0.425,0.425,0.5
19,M,25,4,ENGLISH,2,Henry,Calvin,pies,10,4,some,0.15,0.275,0.5,0.45
19,M,25,4,ENGLISH,3,Patty,Jake,cookies,10,1,some,0.125,0.1,0.275,0.525
19,M,25,4,ENGLISH,4,Wendy,Frank,pies,10,6,some,0.35,0.2,0.3,0.225
19,M,25,4,ENGLISH,5,Cathy,Edward,pies,10,0,none,0.3,0.275,0.125,0.375
19,M,25,4,ENGLISH,6,Victoria,Rebecca,cookies,10,7,all,0.425,0.35,0.3,0.5
19,M,25,4,ENGLISH,7,Steven,Robert,cookies,10,3,all,0.475,0.6,0.45,0.425
19,M,25,4,ENGLISH,8,Emma,Kevin,M&M's,10,5,all,0.125,0.35,0.275,0.275
19,M,25,4,ENGLISH,9,Ann,Fiona,M&M's,10,8,some,0.35,0.7,0.7,0.375
19,M,25,4,ENGLISH,10,Patrick,Larry,M&M's,10,2,all,0.25,0.225,0.05,0.575
19,M,25,4,ENGLISH,11,Olga,Oliver,pies,10,5,some,0.5,0.05,0.5,0.4
20,M,35,6,English,1,Edward,Patrick,cookies,10,4,some,0.3,0.625,0.425,0.175
20,M,35,6,English,2,Yvonne,David,cookies,10,0,none,0.675,0.1,0.525,0.225
20,M,35,6,English,3,Emma,Kathy,pies,10,6,all,0.8,0.075,0.725,0.1
20,M,35,6,English,4,Iris,Nancy,M&M's,10,2,some,0.175,0.625,0.55,0.275
20,M,35,6,English,5,Patty,Frank,pies,10,7,all,0.85,0.15,0.475,0.175
20,M,35,6,English,6,Barbara,Albert,pies,10,0,none,0.575,0.15,0.775,0.35
20,M,35,6,English,7,Stephanie,Jane,M&M's,10,1,some,0.4,0.325,0.3,0.7
20,M,35,6,English,8,Bob,Tom,M&M's,10,5,some,0.4,0.5,0.55,0.3
