quantifier,food,totalQuant,eatenQuant,affect,probability
some,blueberries,10,0,0,0.06667089718717079
some,blueberries,10,0,1,0.012837997579990242
some,blueberries,10,1,0,0.16615493839217216
some,blueberries,10,1,1,0.032570362658929555
some,blueberries,10,2,0,0.12543068972813742
some,blueberries,10,2,1,0.016115092848553336
some,blueberries,10,3,0,0.10191124609582002
some,blueberries,10,3,1,0.021479088573665435
some,blueberries,10,4,0,0.07664353758443962
some,blueberries,10,4,1,0.027106750435023176
some,blueberries,10,5,0,0.04584632199154113
some,blueberries,10,5,1,0.045564722194302555
some,blueberries,10,6,0,0.055866767866248036
some,blueberries,10,6,1,0.021344117985418198
some,blueberries,10,7,0,0.04190018947706052
some,blueberries,10,7,1,0.025148381647690513
some,blueberries,10,8,0,0.03262510126699124
some,blueberries,10,8,1,0.030149291361923937
some,blueberries,10,9,0,0.020087969365652197
some,blueberries,10,9,1,0.019046564339115685
some,blueberries,10,10,0,0.006633136686043652
some,blueberries,10,10,1,0.008866834734110544
all,blueberries,10,0,0,0.040967421398518104
all,blueberries,10,0,1,0.01904928485950891
all,blueberries,10,1,0,0.05842719365051118
all,blueberries,10,1,1,0.025959371187693456
all,blueberries,10,2,0,0.04410680338110447
all,blueberries,10,2,1,0.01284412093781363
all,blueberries,10,3,0,0.03583635953540758
all,blueberries,10,3,1,0.017119355989248033
all,blueberries,10,4,0,0.02695115087062168
all,blueberries,10,4,1,0.021604739363932656
all,blueberries,10,5,0,0.016121530657373827
all,blueberries,10,5,1,0.03631619177509364
all,blueberries,10,6,0,0.019645148656642086
all,blueberries,10,6,1,0.017011781147775677
all,blueberries,10,7,0,0.014733901431151568
all,blueberries,10,7,1,0.02004387181065646
all,blueberries,10,8,0,0.011472383114457215
all,blueberries,10,8,1,0.024029718480752887
all,blueberries,10,9,0,0.06453973555991775
all,blueberries,10,9,1,0.08602804417478738
all,blueberries,10,10,0,0.1187146639468067
all,blueberries,10,10,1,0.26847722807022517
some,blueberries,100,0,0,0.2828305384571814
some,blueberries,100,0,1,0.023029516631051915
some,blueberries,100,1,0,0.200205089705756
some,blueberries,100,1,1,0.055923250986376356
some,blueberries,100,2,0,0.0877299303577508
some,blueberries,100,2,1,0.05380600195743419
some,blueberries,100,3,0,0.06072156003364714
some,blueberries,100,3,1,0.027938447116219973
some,blueberries,100,4,0,0.0391619415230334
some,blueberries,100,4,1,0.02983486493347285
some,blueberries,100,5,0,0.022229823261417776
some,blueberries,100,5,1,0.024707572456687085
some,blueberries,100,6,0,0.02046528282633612
some,blueberries,100,6,1,0.013429131265368035
some,blueberries,100,7,0,0.009405766935201077
some,blueberries,100,7,1,0.015801615640420524
some,blueberries,100,8,0,0.00772322580772907
some,blueberries,100,8,1,0.012344462814295132
some,blueberries,100,9,0,0.003272843029190317
some,blueberries,100,9,1,0.007847842364396902
some,blueberries,100,10,0,0.00042059737761872317
some,blueberries,100,10,1,0.0011706945194152425
all,blueberries,100,0,0,0.08858814935556278
all,blueberries,100,0,1,0.042683008093957836
all,blueberries,100,1,0,0.06270821561683106
all,blueberries,100,1,1,0.10364840099481099
all,blueberries,100,2,0,0.027478758891738817
all,blueberries,100,2,1,0.09972428226982605
all,blueberries,100,3,0,0.01901920018505315
all,blueberries,100,3,1,0.051781241590903526
all,blueberries,100,4,0,0.012266298906832953
all,blueberries,100,4,1,0.05529607077034832
all,blueberries,100,5,0,0.006962822734675734
all,blueberries,100,5,1,0.04579312419127635
all,blueberries,100,6,0,0.006410133578619098
all,blueberries,100,6,1,0.024889611348666164
all,blueberries,100,7,0,0.0029460732585825534
all,blueberries,100,7,1,0.029286784394261627
all,blueberries,100,8,0,0.0024190679164068462
all,blueberries,100,8,1,0.022879282038758688
all,blueberries,100,9,0,0.02278692237712703
all,blueberries,100,9,1,0.09336233578313505
all,blueberries,100,10,0,0.018279857879179788
all,blueberries,100,10,1,0.16079035782344564
some,M&M's,10,0,0,0.04163946296460235
some,M&M's,10,0,1,0.008416831623181159
some,M&M's,10,1,0,0.12228385660919924
some,M&M's,10,1,1,0.014449717221382906
some,M&M's,10,2,0,0.1151903020803401
some,M&M's,10,2,1,0.015623121076275193
some,M&M's,10,3,0,0.09184669279218301
some,M&M's,10,3,1,0.030174757383827397
some,M&M's,10,4,0,0.07964527614938118
some,M&M's,10,4,1,0.03243863083793949
some,M&M's,10,5,0,0.0642234885426919
some,M&M's,10,5,1,0.0335256407322497
some,M&M's,10,6,0,0.05720260209423226
some,M&M's,10,6,1,0.04012290728210569
some,M&M's,10,7,0,0.050079631244074684
some,M&M's,10,7,1,0.04013029691933616
some,M&M's,10,8,0,0.04154557104311569
some,M&M's,10,8,1,0.04288644771509051
some,M&M's,10,9,0,0.021731140541384055
some,M&M's,10,9,1,0.02938198562421518
some,M&M's,10,10,0,0.014243561183953405
some,M&M's,10,10,1,0.013218078339238895
all,M&M's,10,0,0,0.027549697147273584
all,M&M's,10,0,1,0.008620471579677758
all,M&M's,10,1,0,0.04557332268080363
all,M&M's,10,1,1,0.008065811822540936
all,M&M's,10,2,0,0.0429296634238772
all,M&M's,10,2,1,0.00872080420338834
all,M&M's,10,3,0,0.034229857348708356
all,M&M's,10,3,1,0.01684350711643106
all,M&M's,10,4,0,0.029682576021113193
all,M&M's,10,4,1,0.018107198093296164
all,M&M's,10,5,0,0.023935111699959318
all,M&M's,10,5,1,0.018713965486901064
all,M&M's,10,6,0,0.021318534724933967
all,M&M's,10,6,1,0.022396550392821433
all,M&M's,10,7,0,0.01866391245506545
all,M&M's,10,7,1,0.02240067527792642
all,M&M's,10,8,0,0.015483398770755873
all,M&M's,10,8,1,0.023939154774272817
all,M&M's,10,9,0,0.05897228317511011
all,M&M's,10,9,1,0.09191113082765705
all,M&M's,10,10,0,0.20591766233958958
all,M&M's,10,10,1,0.23602471063789676
some,M&M's,100,0,0,0.20497277340170872
some,M&M's,100,0,1,0.03424608116256168
some,M&M's,100,1,0,0.15568672033403255
some,M&M's,100,1,1,0.04016837496876082
some,M&M's,100,2,0,0.12478103743746993
some,M&M's,100,2,1,0.047933911797419466
some,M&M's,100,3,0,0.06788251081840894
some,M&M's,100,3,1,0.0549046659072732
some,M&M's,100,4,0,0.04543599828041112
some,M&M's,100,4,1,0.03484952549311071
some,M&M's,100,5,0,0.02698394340590881
some,M&M's,100,5,1,0.032281458549480065
some,M&M's,100,6,0,0.025813319213070753
some,M&M's,100,6,1,0.02323573363278263
some,M&M's,100,7,0,0.013559950101883066
some,M&M's,100,7,1,0.024674249262684647
some,M&M's,100,8,0,0.009129215487793194
some,M&M's,100,8,1,0.019955417480633595
some,M&M's,100,9,0,0.002561409404663886
some,M&M's,100,9,1,0.009146293927277305
some,M&M's,100,10,0,0.0007196880891215612
some,M&M's,100,10,1,0.001077721843543359
all,M&M's,100,0,0,0.10630418195715288
all,M&M's,100,0,1,0.04605915700922717
all,M&M's,100,1,0,0.08074316004041246
all,M&M's,100,1,1,0.05402432706707025
all,M&M's,100,2,0,0.0647146735071914
all,M&M's,100,2,1,0.06446856091544234
all,M&M's,100,3,0,0.03520562590820847
all,M&M's,100,3,1,0.07384385429556385
all,M&M's,100,4,0,0.023564283921453943
all,M&M's,100,4,1,0.04687075752594472
all,M&M's,100,5,0,0.013994570996614785
all,M&M's,100,5,1,0.04341684412763744
all,M&M's,100,6,0,0.013387455011727278
all,M&M's,100,6,1,0.03125082541668721
all,M&M's,100,7,0,0.007032540854269746
all,M&M's,100,7,1,0.03318555239883071
all,M&M's,100,8,0,0.004734647281365888
all,M&M's,100,8,1,0.0268389747300484
all,M&M's,100,9,0,0.016740083783242227
all,M&M's,100,9,1,0.08190948222814984
all,M&M's,100,10,0,0.03190882556815477
all,M&M's,100,10,1,0.09980161545560425
some,strawberries,10,0,0,0.077696949567866
some,strawberries,10,0,1,0.007829523889263989
some,strawberries,10,1,0,0.2166960792796259
some,strawberries,10,1,1,0.03757895557289455
some,strawberries,10,2,0,0.15017906987845295
some,strawberries,10,2,1,0.025494438003765312
some,strawberries,10,3,0,0.11122150004564534
some,strawberries,10,3,1,0.04678720595573495
some,strawberries,10,4,0,0.07603409817028353
some,strawberries,10,4,1,0.0361824345184601
some,strawberries,10,5,0,0.04425444255040883
some,strawberries,10,5,1,0.027941968608009495
some,strawberries,10,6,0,0.022994576411116123
some,strawberries,10,6,1,0.028305432788374104
some,strawberries,10,7,0,0.017324170766835685
some,strawberries,10,7,1,0.02266727733283856
some,strawberries,10,8,0,0.011251324412919827
some,strawberries,10,8,1,0.019915613615028097
some,strawberries,10,9,0,0.0058507821932508855
some,strawberries,10,9,1,0.010464863439574453
some,strawberries,10,10,0,0.0015703987847453798
some,strawberries,10,10,1,0.001758894214906053
all,strawberries,10,0,0,0.0709120759068293
all,strawberries,10,0,1,0.016845117256796438
all,strawberries,10,1,0,0.11304821976228886
all,strawberries,10,1,1,0.04342525048729325
all,strawberries,10,2,0,0.07834694818547058
all,strawberries,10,2,1,0.029460700529549147
all,strawberries,10,3,0,0.05802316599935687
all,strawberries,10,3,1,0.05406606190231257
all,strawberries,10,4,0,0.03966624346853062
all,strawberries,10,4,1,0.041811467568767025
all,strawberries,10,5,0,0.023087108744780052
all,strawberries,10,5,1,0.032289002379462244
all,strawberries,10,6,0,0.011996045042006475
all,strawberries,10,6,1,0.032709012005458254
all,strawberries,10,7,0,0.009037850018141965
all,strawberries,10,7,1,0.026193708181540078
all,strawberries,10,8,0,0.005869705622164231
all,strawberries,10,8,1,0.023013958122469678
all,strawberries,10,9,0,0.03285894703833927
all,strawberries,10,9,1,0.07768730367332083
all,strawberries,10,10,0,0.05819974461109229
all,strawberries,10,10,1,0.12145236349403
some,strawberries,100,0,0,0.3640850817982837
some,strawberries,100,0,1,0.026554663882630315
some,strawberries,100,1,0,0.18114429562987733
some,strawberries,100,1,1,0.080471983157832
some,strawberries,100,2,0,0.06886191344676651
some,strawberries,100,2,1,0.03584144600128051
some,strawberries,100,3,0,0.0384089583743561
some,strawberries,100,3,1,0.028827925322825448
some,strawberries,100,4,0,0.02226897067232284
some,strawberries,100,4,1,0.03183480349291476
some,strawberries,100,5,0,0.01203863489369789
some,strawberries,100,5,1,0.024771420345144294
some,strawberries,100,6,0,0.010479671018365942
some,strawberries,100,6,1,0.017456249534220612
some,strawberries,100,7,0,0.009752349796372193
some,strawberries,100,7,1,0.014333587433410656
some,strawberries,100,8,0,0.006316813176152574
some,strawberries,100,8,1,0.014918720621983511
some,strawberries,100,9,0,0.0033942106772809682
some,strawberries,100,9,1,0.0069365640428357255
some,strawberries,100,10,0,0.000369653925405339
some,strawberries,100,10,1,0.0009320827560407701
all,strawberries,100,0,0,0.12711907668124503
all,strawberries,100,0,1,0.04819164682864141
all,strawberries,100,1,0,0.06324591903851264
all,strawberries,100,1,1,0.14604129086639694
all,strawberries,100,2,0,0.024042904511826762
all,strawberries,100,2,1,0.06504538393541293
all,strawberries,100,3,0,0.013410358097401006
all,strawberries,100,3,1,0.05231718247689007
all,strawberries,100,4,0,0.00777513590099738
all,strawberries,100,4,1,0.05777409247470331
all,strawberries,100,5,0,0.004203248714918118
all,strawberries,100,5,1,0.04495540015092706
all,strawberries,100,6,0,0.0036589417429521306
all,strawberries,100,6,1,0.03167976127372726
all,strawberries,100,7,0,0.0034049999946831272
all,strawberries,100,7,1,0.02601272553972004
all,strawberries,100,8,0,0.002205493986609762
all,strawberries,100,8,1,0.02707463060076903
all,strawberries,100,9,0,0.024307038211568946
all,strawberries,100,9,1,0.08182605936535198
all,strawberries,100,10,0,0.016686534939583865
all,strawberries,100,10,1,0.12902217466716112
some,cookies,10,0,0,0.0759759062090703
some,cookies,10,0,1,0.01140099300916536
some,cookies,10,1,0,0.2294065075658966
some,cookies,10,1,1,0.034103147542062555
some,cookies,10,2,0,0.15037993646149297
some,cookies,10,2,1,0.0447251072194145
some,cookies,10,3,0,0.0937505812459128
some,cookies,10,3,1,0.038088809011807355
some,cookies,10,4,0,0.04035799385694313
some,cookies,10,4,1,0.057403203390417004
some,cookies,10,5,0,0.027546661082679683
some,cookies,10,5,1,0.03657714442079652
some,cookies,10,6,0,0.022677726281794906
some,cookies,10,6,1,0.03039156528996833
some,cookies,10,7,0,0.017434837303674927
some,cookies,10,7,1,0.027412007176465164
some,cookies,10,8,0,0.01124340128158338
some,cookies,10,8,1,0.02699764408845974
some,cookies,10,9,0,0.005626119387285449
some,cookies,10,9,1,0.014678594926292653
some,cookies,10,10,0,0.0014051233862455597
some,cookies,10,10,1,0.002416989862570984
all,cookies,10,0,0,0.05838914621049371
all,cookies,10,0,1,0.02338477874425069
all,cookies,10,1,0,0.10145955334203284
all,cookies,10,1,1,0.0376845546891971
all,cookies,10,2,0,0.06650849335912444
all,cookies,10,2,1,0.04942199974097447
all,cookies,10,3,0,0.041463043920120735
all,cookies,10,3,1,0.042088778007410496
all,cookies,10,4,0,0.017849118902303854
all,cookies,10,4,1,0.06343151038575494
all,cookies,10,5,0,0.012183054261048891
all,cookies,10,5,1,0.04041836307338106
all,cookies,10,6,0,0.010029671798664519
all,cookies,10,6,1,0.033583193540934045
all,cookies,10,7,0,0.007710900724617627
all,cookies,10,7,1,0.03029073144371966
all,cookies,10,8,0,0.004972616008929091
all,cookies,10,8,1,0.02983285322494629
all,cookies,10,9,0,0.02915569836068267
all,cookies,10,9,1,0.10333867234809052
all,cookies,10,10,0,0.04651788094102949
all,cookies,10,10,1,0.15028538697229277
some,cookies,100,0,0,0.43882278172841993
some,cookies,100,0,1,0.07546332428927198
some,cookies,100,1,0,0.11807768006429274
some,cookies,100,1,1,0.08682280876189927
some,cookies,100,2,0,0.043700827794153956
some,cookies,100,2,1,0.05759313357357369
some,cookies,100,3,0,0.035579916226797716
some,cookies,100,3,1,0.020073058596330212
some,cookies,100,4,0,0.009319714417364068
some,cookies,100,4,1,0.027307089761739897
some,cookies,100,5,0,0.007570567632496139
some,cookies,100,5,1,0.020253156365416768
some,cookies,100,6,0,0.0064166613225245155
some,cookies,100,6,1,0.014073165761065777
some,cookies,100,7,0,0.0034179838335304316
some,cookies,100,7,1,0.013577393862151203
some,cookies,100,8,0,0.004278994906715534
some,cookies,100,8,1,0.009852718783843776
some,cookies,100,9,0,0.0011981579178249606
some,cookies,100,9,1,0.0056804542248072715
some,cookies,100,10,0,0.0002622373468721567
some,cookies,100,10,1,0.0006581728289080214
all,cookies,100,0,0,0.17310714042986042
all,cookies,100,0,1,0.12983947178102917
all,cookies,100,1,0,0.04657937189134289
all,cookies,100,1,1,0.14938419072260387
all,cookies,100,2,0,0.017239135361357703
all,cookies,100,2,1,0.09909266669385426
all,cookies,100,3,0,0.014035592068614908
all,cookies,100,3,1,0.03453698004591715
all,cookies,100,4,0,0.00367644794114469
all,cookies,100,4,1,0.046983592943115264
all,cookies,100,5,0,0.0029864432040889854
all,cookies,100,5,1,0.034846849766438655
all,cookies,100,6,0,0.0025312493765115005
all,cookies,100,6,1,0.024213781011015064
all,cookies,100,7,0,0.0013483288290718775
all,cookies,100,7,1,0.02336077377756488
all,cookies,100,8,0,0.0016879811237190615
all,cookies,100,8,1,0.016952232287004668
all,cookies,100,9,0,0.009100717783405331
all,cookies,100,9,1,0.06653962545628872
all,cookies,100,10,0,0.012869602155362843
all,cookies,100,10,1,0.08908782535068771
some,bananas,10,0,0,0.1429799872409324
some,bananas,10,0,1,0.013139932015091987
some,bananas,10,1,0,0.3188320331829625
some,bananas,10,1,1,0.029753225928687014
some,bananas,10,2,0,0.14179311305589948
some,bananas,10,2,1,0.04087280726442406
some,bananas,10,3,0,0.06660987656800035
some,bananas,10,3,1,0.047589078249937904
some,bananas,10,4,0,0.043403117920891805
some,bananas,10,4,1,0.027925723977810638
some,bananas,10,5,0,0.02206233941938064
some,bananas,10,5,1,0.022068697946052894
some,bananas,10,6,0,0.011468493714827653
some,bananas,10,6,1,0.02028347072769496
some,bananas,10,7,0,0.00748965113577973
some,bananas,10,7,1,0.013092360409322176
some,bananas,10,8,0,0.005244442204493362
some,bananas,10,8,1,0.014195682675756134
some,bananas,10,9,0,0.003063986838199499
some,bananas,10,9,1,0.0069533138544146675
some,bananas,10,10,0,0.0003780631627627338
some,bananas,10,10,1,0.0008006025066774234
all,bananas,10,0,0,0.09536629714885433
all,bananas,10,0,1,0.04477576160856736
all,bananas,10,1,0,0.12441903513730239
all,bananas,10,1,1,0.05381482186428984
all,bananas,10,2,0,0.05533246499546576
all,bananas,10,2,1,0.0739268692174885
all,bananas,10,3,0,0.025993425097438655
all,bananas,10,3,1,0.08607462514634201
all,bananas,10,4,0,0.01693736353827727
all,bananas,10,4,1,0.050509409127574394
all,bananas,10,5,0,0.008609470497764577
all,bananas,10,5,1,0.0399157742286557
all,bananas,10,6,0,0.00447539385623227
all,bananas,10,6,1,0.036686824031003866
all,bananas,10,7,0,0.0029227150061611556
all,bananas,10,7,1,0.023680223613380992
all,bananas,10,8,0,0.0020465585982760034
all,bananas,10,8,1,0.025675808608747852
all,bananas,10,9,0,0.02210759335562684
all,bananas,10,9,1,0.0806459885737407
all,bananas,10,10,0,0.017270165628022072
all,bananas,10,10,1,0.10881341112078749
some,bananas,100,0,0,0.4412429994206916
some,bananas,100,0,1,0.29985353523953284
some,bananas,100,1,0,0.05184103951579149
some,bananas,100,1,1,0.043433777520054465
some,bananas,100,2,0,0.02253208007482038
some,bananas,100,2,1,0.022762320484646204
some,bananas,100,3,0,0.009505153518118247
some,bananas,100,3,1,0.012883495163974346
some,bananas,100,4,0,0.009131340172436908
some,bananas,100,4,1,0.011753651718913825
some,bananas,100,5,0,0.005123645651842895
some,bananas,100,5,1,0.013524389173654004
some,bananas,100,6,0,0.003538847779235785
some,bananas,100,6,1,0.011620213590574587
some,bananas,100,7,0,0.004539871465927822
some,bananas,100,7,1,0.011429774437918355
some,bananas,100,8,0,0.0026612944783861
some,bananas,100,8,1,0.012610567854211012
some,bananas,100,9,0,0.0011657172994091604
some,bananas,100,9,1,0.006746856058185975
some,bananas,100,10,0,0.0005839530035638171
some,bananas,100,10,1,0.001515476378109919
all,bananas,100,0,0,0.19671972231041662
all,bananas,100,0,1,0.36728836242933116
all,bananas,100,1,0,0.023112332459028245
all,bananas,100,1,1,0.05320171065089211
all,bananas,100,2,0,0.01004549543270755
all,bananas,100,2,1,0.02788139686003307
all,bananas,100,3,0,0.004237690259238174
all,bananas,100,3,1,0.01578089728827877
all,bananas,100,4,0,0.004071032753838867
all,bananas,100,4,1,0.014396960465902156
all,bananas,100,5,0,0.0022842790733695723
all,bananas,100,5,1,0.016565923588262095
all,bananas,100,6,0,0.0015777273596274358
all,bananas,100,6,1,0.014233513096158118
all,bananas,100,7,0,0.002024014557227726
all,bananas,100,7,1,0.014000245596191303
all,bananas,100,8,0,0.0011864870637306444
all,bananas,100,8,1,0.015446590658926744
all,bananas,100,9,0,0.007514940604659599
all,bananas,100,9,1,0.05892488851629362
all,bananas,100,10,0,0.024335298309751563
all,bananas,100,10,1,0.1251704906661348
some,pies,10,0,0,0.2366233959341157
some,pies,10,0,1,0.018101354590454033
some,pies,10,1,0,0.26041380204398046
some,pies,10,1,1,0.08729524738442324
some,pies,10,2,0,0.08123411928175152
some,pies,10,2,1,0.07639677248033121
some,pies,10,3,0,0.032163737088704465
some,pies,10,3,1,0.04053224806183604
some,pies,10,4,0,0.02405949179573695
some,pies,10,4,1,0.02937762332049366
some,pies,10,5,0,0.007683026377977977
some,pies,10,5,1,0.021911428936650764
some,pies,10,6,0,0.007735186445678871
some,pies,10,6,1,0.018175942660912443
some,pies,10,7,0,0.0055186716760077465
some,pies,10,7,1,0.01845769558575679
some,pies,10,8,0,0.006241685921867604
some,pies,10,8,1,0.015713592046088836
some,pies,10,9,0,0.002928871016703789
some,pies,10,9,1,0.007943873100958116
some,pies,10,10,0,0.0003374272075703622
some,pies,10,10,1,0.0011548070419991154
all,pies,10,0,0,0.14685935096026245
all,pies,10,0,1,0.04747563533465893
all,pies,10,1,0,0.09447478816984026
all,pies,10,1,1,0.12355597087608204
all,pies,10,2,0,0.029470696833537556
all,pies,10,2,1,0.10813048451582476
all,pies,10,3,0,0.011668591389378813
all,pies,10,3,1,0.057368544234906005
all,pies,10,4,0,0.008728475115510104
all,pies,10,4,1,0.04158050844865483
all,pies,10,5,0,0.002787303452680196
all,pies,10,5,1,0.031013004220356282
all,pies,10,6,0,0.0028062264564084503
all,pies,10,6,1,0.025725870644107498
all,pies,10,7,0,0.0020021033197068247
all,pies,10,7,1,0.026124658175151604
all,pies,10,8,0,0.002264403617099859
all,pies,10,8,1,0.022240708164275445
all,pies,10,9,0,0.0183976205374386
all,pies,10,9,1,0.07620592747050962
all,pies,10,10,0,0.013499062064567595
all,pies,10,10,1,0.10762006599904257
some,pies,100,0,0,0.4614274684628038
some,pies,100,0,1,0.29159357962815324
some,pies,100,1,0,0.044154540072939556
some,pies,100,1,1,0.0596623719925307
some,pies,100,2,0,0.011742454416574765
some,pies,100,2,1,0.020423518001116806
some,pies,100,3,0,0.010141118707484768
some,pies,100,3,1,0.016218127587542652
some,pies,100,4,0,0.005706561012595306
some,pies,100,4,1,0.01525369040106477
some,pies,100,5,0,0.0035723986326795572
some,pies,100,5,1,0.01477304640544799
some,pies,100,6,0,0.003489764362907622
some,pies,100,6,1,0.01013473207889801
some,pies,100,7,0,0.0025036944849542533
some,pies,100,7,1,0.011383976881016462
some,pies,100,8,0,0.0028540176289088685
some,pies,100,8,1,0.008332504435245662
some,pies,100,9,0,0.0008565028258621639
some,pies,100,9,1,0.00480636765030581
some,pies,100,10,0,0.00023572469217048218
some,pies,100,10,1,0.0007338396387969854
all,pies,100,0,0,0.1910594910382219
all,pies,100,0,1,0.41049435289393277
all,pies,100,1,0,0.018282708616083727
all,pies,100,1,1,0.08399041849420193
all,pies,100,2,0,0.004862101885360879
all,pies,100,2,1,0.028751451991423007
all,pies,100,3,0,0.004199049929266227
all,pies,100,3,1,0.022831263286692702
all,pies,100,4,0,0.002362868960266305
all,pies,100,4,1,0.02147356529047845
all,pies,100,5,0,0.0014791938304392828
all,pies,100,5,1,0.02079693295102616
all,pies,100,6,0,0.0014449781354405914
all,pies,100,6,1,0.014267290424521233
all,pies,100,7,0,0.0010366842607011453
all,pies,100,7,1,0.016025929751579345
all,pies,100,8,0,0.0011817396944529706
all,pies,100,8,1,0.011730182881577237
all,pies,100,9,0,0.0061247170675266275
all,pies,100,9,1,0.04909256923976436
all,pies,100,10,0,0.01101712446769157
all,pies,100,10,1,0.07749538490935186
